task,plant,model,seed,delay_s,tau_s,scale,maximum_position_m,maximum_goal_overshoot_m,final_position_m,final_goal_error_m,goal_reached,goal_reached_time_s,settling_time_s,minimum_wall_clearance_m,safety_margin_m,collision,safety_violation,peak_actual_speed_mps,mean_abs_raw_to_smoothed_mps,mean_abs_smoothed_to_actual_mps,mean_abs_first_cycle_prediction_error_m,p95_abs_first_cycle_prediction_error_m,raw_command_total_variation_mps,mean_compute_ms,p95_compute_ms,mean_rank_spearman,mean_top_1pct_overlap
goal_stop,smoother_only,smoother,4,0.0,0.0,1.0,0.6818073524405294,0.0,0.6818073524405294,0.31819264755947063,1,2.5,nan,nan,nan,0,0,0.3,0.0281285610782039,0.0,0.0,0.0,0.9427162621733534,3.425565579746035,3.5964783503004583,nan,nan
goal_stop,smoother_only,smoother,5,0.0,0.0,1.0,0.6905706454189472,0.0,0.6905706454189472,0.3094293545810528,1,2.5500000000000003,nan,nan,nan,0,0,0.3,0.02832210395616448,0.0,0.0,0.0,0.9543661127756755,3.513287274864863,3.625295999881928,nan,nan
goal_stop,smoother_only,smoother,6,0.0,0.0,1.0,0.692214948258705,0.0,0.692214948258705,0.307785051741295,1,2.5500000000000003,nan,nan,nan,0,0,0.3,0.028254984620538107,0.0,0.0,0.0,0.9556327495747531,3.552546627450319,3.654760997960693,nan,nan
goal_stop,smoother_only,smoother,7,0.0,0.0,1.0,0.678570840761612,0.0,0.678570840761612,0.321429159238388,1,2.5,nan,nan,nan,0,0,0.3,0.027875803745031756,0.0,0.0,0.0,0.9469377303919408,3.506023099544109,3.612294650338299,nan,nan
goal_stop,smoother_only,smoother,8,0.0,0.0,1.0,0.692033891003371,0.0,0.692033891003371,0.307966108996629,1,2.5500000000000003,nan,nan,nan,0,0,0.3,0.028074419531717187,0.0,0.0,0.0,0.9755990315687735,3.499648607947736,3.6269774991524173,nan,nan
goal_stop,smoother_only,smoother,9,0.0,0.0,1.0,0.6803798579215862,0.0,0.6803798579215862,0.3196201420784138,1,2.5,nan,nan,nan,0,0,0.3,0.02785748842578524,0.0,0.0,0.0,0.9442819065434455,3.4352278200822184,3.7667385002350784,nan,nan
goal_stop,smoother_only,smoother,10,0.0,0.0,1.0,0.6917640394774022,0.0,0.6917640394774022,0.30823596052259783,1,2.5500000000000003,nan,nan,nan,0,0,0.3,0.028107596820884696,0.0,0.0,0.0,0.9629611990125572,3.355359921460702,3.4585999983391957,nan,nan
goal_stop,smoother_only,smoother,11,0.0,0.0,1.0,0.6799454508277764,0.0,0.6799454508277764,0.32005454917222365,1,2.5,nan,nan,nan,0,0,0.3,0.028020543294898937,0.0,0.0,0.0,0.9745477454112343,3.4774334798566997,3.6614465981983813,nan,nan
goal_stop,smoother_only,smoother,12,0.0,0.0,1.0,0.6907630889915807,0.0,0.6907630889915807,0.3092369110084193,1,2.5500000000000003,nan,nan,nan,0,0,0.3,0.02805750532430946,0.0,0.0,0.0,0.9768470386819079,3.3225264511095114,3.398177999770269,nan,nan
goal_stop,smoother_only,smoother,13,0.0,0.0,1.0,0.6933696891967988,0.0,0.6933696891967988,0.30663031080320124,1,2.5500000000000003,nan,nan,nan,0,0,0.3,0.028216700993094455,0.0,0.0,0.0,0.9388492170813835,3.3447566076539066,3.4775050007738173,nan,nan
goal_stop,smoother_only,smoother,14,0.0,0.0,1.0,0.6800334393262254,0.0,0.6800334393262254,0.3199665606737746,1,2.5,nan,nan,nan,0,0,0.3,0.027998584566019884,0.0,0.0,0.0,0.9873112794956315,3.327644520031754,3.4194983014458558,nan,nan
goal_stop,smoother_only,smoother,15,0.0,0.0,1.0,0.6794574425395629,0.0,0.6794574425395629,0.32054255746043714,1,2.5,nan,nan,nan,0,0,0.3,0.02787701863321941,0.0,0.0,0.0,0.9432292800326418,3.356452020307188,3.4614124009749503,nan,nan
goal_stop,smoother_only,smoother,16,0.0,0.0,1.0,0.6807936905085299,0.0,0.6807936905085299,0.3192063094914701,1,2.5,nan,nan,nan,0,0,0.3,0.028196234160665946,0.0,0.0,0.0,0.9404714024244241,3.4080535599787254,3.490143198905571,nan,nan
goal_stop,smoother_only,smoother,17,0.0,0.0,1.0,0.6796637631232822,0.0,0.6796637631232822,0.32033623687671775,1,2.5,nan,nan,nan,0,0,0.3,0.028071517322913575,0.0,0.0,0.0,0.9575295146280638,3.3790694803610677,3.4837399014577386,nan,nan
goal_stop,smoother_only,smoother,18,0.0,0.0,1.0,0.6794935982910684,0.0,0.6794935982910684,0.32050640170893163,1,2.5,nan,nan,nan,0,0,0.3,0.02800650419875518,0.0,0.0,0.0,0.9507490893259087,3.2862710003973916,3.3568001013918547,nan,nan
goal_stop,smoother_only,smoother,19,0.0,0.0,1.0,0.6916874124780739,0.0,0.6916874124780739,0.30831258752192614,1,2.5500000000000003,nan,nan,nan,0,0,0.3,0.027940823646113486,0.0,0.0,0.0,0.9270205600426313,3.4024872352436466,3.58170849722228,nan,nan
goal_stop,smoother_only,response,0,0.0,0.0,1.0,0.6811387109728797,0.0,0.6811387109728797,0.3188612890271203,1,2.5,nan,nan,nan,0,0,0.3,0.02817041466950531,0.0,0.0,0.0,0.9119751924250659,3.426064179802779,3.5770056490946445,nan,nan
